continent;location;date;total_cases;total_deaths;total_tests;positive_rate;total_vaccinations;population;aged_65_older;aged_70_older;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers
South America;Brazil;24/06/2020;1188631;53830;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/06/2020;1228114;54971;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/06/2020;1274974;55961;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/06/2020;1313667;57070;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/06/2020;1344143;57622;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/06/2020;1368195;58314;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/06/2020;1402041;59594;1478671;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/07/2020;1448753;60632;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/07/2020;1496858;61884;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/07/2020;1539081;63174;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/07/2020;1577004;64265;2124223;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/07/2020;1603055;64867;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/07/2020;1623284;65487;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/07/2020;1668589;66741;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/07/2020;1713160;67964;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/07/2020;1755779;69184;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/07/2020;1800827;70398;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/07/2020;1839850;71469;2223803;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/07/2020;1864681;72100;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/07/2020;1884967;72833;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/07/2020;1926824;74133;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/07/2020;1966748;75366;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/07/2020;2012151;76688;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/07/2020;2046328;77851;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/07/2020;2074860;78772;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/07/2020;2098389;79488;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/07/2020;2118646;80120;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/07/2020;2159654;81487;2536552;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/07/2020;2227514;82771;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/07/2020;2287475;84082;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/07/2020;2343366;85238;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/07/2020;2394513;86449;2678927;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/07/2020;2419091;87004;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/07/2020;2442375;87618;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/07/2020;2483191;88539;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/07/2020;2552265;90134;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/07/2020;2610102;91263;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;31/07/2020;2662485;92475;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/08/2020;2707877;93563;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/08/2020;2733677;94104;3316167;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/08/2020;2750318;94665;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/08/2020;2801921;95819;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/08/2020;2859073;97256;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/08/2020;2912212;98493;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/08/2020;2962442;99572;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/08/2020;3012412;100477;3810322;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/08/2020;3035422;101049;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/08/2020;3057470;101752;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/08/2020;3109630;103026;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/08/2020;3164785;104201;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/08/2020;3224876;105463;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/08/2020;3275520;106523;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/08/2020;3317096;107232;4152652;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/08/2020;3340197;107852;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/08/2020;3359570;108536;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/08/2020;3407354;109888;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/08/2020;3456652;111100;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/08/2020;3501975;112304;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/08/2020;3532330;113358;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/08/2020;3582362;114250;4797948;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/08/2020;3605783;114744;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/08/2020;3622861;115309;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/08/2020;3669995;116580;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/08/2020;3717156;117665;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/08/2020;3761391;118649;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/08/2020;3804803;119504;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/08/2020;3846153;120262;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/08/2020;3862311;120828;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;31/08/2020;3908272;121381;5183751;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/09/2020;3950931;122596;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/09/2020;3997865;123780;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/09/2020;4041638;124614;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/09/2020;4091801;125502;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/09/2020;4123000;126203;5600000;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/09/2020;4137521;126650;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/09/2020;4147794;126960;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/09/2020;4162073;127464;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/09/2020;4197889;128539;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/09/2020;4238446;129522;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/09/2020;4282164;130396;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/09/2020;4315687;131210;5900000;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/09/2020;4330455;131625;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/09/2020;4345610;132006;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/09/2020;4382263;133119;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/09/2020;4419083;134106;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/09/2020;4455386;134935;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/09/2020;4495183;135793;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/09/2020;4528240;136532;6421441;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/09/2020;4544629;136895;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/09/2020;4558040;137272;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/09/2020;4591364;138105;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/09/2020;4591364;138105;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/09/2020;4657702;139808;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/09/2020;4689613;140537;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/09/2020;4717991;141406;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/09/2020;4732309;141741;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/09/2020;4745464;142058;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/09/2020;4777522;142921;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/09/2020;4810935;143952;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/10/2020;4847092;144680;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/10/2020;4847092;144680;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/10/2020;4906833;145987;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/10/2020;4915289;146352;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/10/2020;4927235;146675;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/10/2020;4969141;147494;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/10/2020;5000694;148228;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/10/2020;5028444;148957;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/10/2020;5055888;149639;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/10/2020;5082637;150198;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/10/2020;5094979;150488;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/10/2020;5103408;150689;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/10/2020;5113628;150998;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/10/2020;5140863;151747;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/10/2020;5169386;152460;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/10/2020;5200300;153214;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/10/2020;5224362;153675;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/10/2020;5224362;153675;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/10/2020;5250727;154176;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/10/2020;5273954;154837;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/10/2020;5298772;155403;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/10/2020;5323630;155900;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/10/2020;5353656;156471;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/10/2020;5380635;156903;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/10/2020;5394128;157134;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/10/2020;5409854;157397;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/10/2020;5439641;157946;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/10/2020;5468270;158456;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/10/2020;5494376;158969;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/10/2020;5516658;159477;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;31/10/2020;5535605;159884;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/11/2020;5545705;160074;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/11/2020;5554206;160253;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/11/2020;5566049;160496;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/11/2020;5590025;161106;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/11/2020;5590025;161106;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/11/2020;5631181;162015;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/11/2020;5653561;162269;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/11/2020;5664115;162397;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/11/2020;5675032;162628;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/11/2020;5699005;162802;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/11/2020;5747660;163368;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/11/2020;5781582;164281;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/11/2020;5810652;164737;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/11/2020;5848959;165658;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/11/2020;5863093;165798;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/11/2020;5876464;166014;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/11/2020;5911758;166699;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/11/2020;5945849;167455;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/11/2020;5981767;168061;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/11/2020;6020164;168613;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/11/2020;6052786;168989;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/11/2020;6071401;169183;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/11/2020;6087608;169485;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/11/2020;6118708;170115;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/11/2020;6166606;170769;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/11/2020;6204220;171460;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/11/2020;6238350;171974;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/11/2020;6290272;172561;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/11/2020;6314740;172833;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/11/2020;6335878;173120;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/12/2020;6386787;173817;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/12/2020;6436650;174515;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/12/2020;6487084;175270;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/12/2020;6533968;175964;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/12/2020;6577177;176628;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/12/2020;6603540;176941;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/12/2020;6623911;177317;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/12/2020;6674999;178159;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/12/2020;6728452;178995;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/12/2020;6781799;179765;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/12/2020;6836227;180437;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/12/2020;6880127;181123;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/12/2020;6901952;181402;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/12/2020;6927145;181835;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/12/2020;6970034;182799;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/12/2020;7040608;183735;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/12/2020;7110434;184827;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/12/2020;7162978;185650;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/12/2020;7213155;186356;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/12/2020;7238600;186764;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/12/2020;7263619;187291;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/12/2020;7318821;188259;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/12/2020;7365517;189220;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/12/2020;7423945;189982;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/12/2020;7448560;190488;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/12/2020;7465806;190795;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/12/2020;7484285;191139;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/12/2020;7504833;191570;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/12/2020;7563551;192681;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/12/2020;7619200;193875;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;31/12/2020;7675973;194949;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/01/2021;7700578;195411;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/01/2021;7716405;195725;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/01/2021;7733746;196018;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/01/2021;7753752;196561;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/01/2021;7810400;197732;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/01/2021;7873830;198974;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/01/2021;7961673;200498;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/01/2021;8013708;201460;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/01/2021;8075998;202631;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/01/2021;8105790;203100;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/01/2021;8131612;203580;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/01/2021;8195637;204690;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/01/2021;8256536;205964;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/01/2021;8324294;207095;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/01/2021;8393492;208246;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/01/2021;8455059;209296;;;0;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/01/2021;8488099;209847;;;112;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/01/2021;8511770;210299;;;1109;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/01/2021;8573864;211491;;;11470;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/01/2021;8638249;212831;;;28543;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/01/2021;8697368;214147;;;136519;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/01/2021;8753920;215243;;;245877;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/01/2021;8816254;216445;;;537774;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/01/2021;8844577;217037;;;604722;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/01/2021;8871393;217664;;;700608;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/01/2021;8933356;218878;;;848883;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/01/2021;8996876;220161;;;1129885;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/01/2021;9058687;221547;;;1450900;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;29/01/2021;9118513;222666;;;1668032;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;30/01/2021;9176975;223945;;;2003211;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;31/01/2021;9204731;224504;;;2074059;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/02/2021;9229322;225099;;;2124307;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/02/2021;9283418;226309;;;2292551;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/02/2021;9339420;227563;;;2521704;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/02/2021;9396293;228795;;;3073057;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/02/2021;9447165;230034;;;3074906;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/02/2021;9447165;230034;;;3401383;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/02/2021;9524640;231534;;;3553681;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/02/2021;9524640;231534;;;3605538;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/02/2021;9599565;233520;;;3820207;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;10/02/2021;9659167;234850;;;4120332;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;11/02/2021;9713909;236201;;;4406835;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;12/02/2021;9765455;237489;;;4696136;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;13/02/2021;9809754;238532;;;5125206;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;14/02/2021;9834513;239245;;;5236943;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;15/02/2021;9866710;239773;;;5293979;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;16/02/2021;9921981;240940;;;5609937;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;17/02/2021;9978747;242090;;;5883539;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;18/02/2021;10030626;243457;;;6206680;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;19/02/2021;10084208;244737;;;6535156;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;20/02/2021;10139148;245977;;;6813168;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;21/02/2021;10168174;246504;;;6950802;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;22/02/2021;10195160;247143;;;7028356;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;23/02/2021;10257875;248529;;;7297061;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;24/02/2021;10324463;249957;;;7551676;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;25/02/2021;10390461;251498;;;7799000;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;26/02/2021;10455630;252835;;;8101787;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;27/02/2021;10517232;254221;;;8322042;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;28/02/2021;10551259;254942;;;8433568;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;01/03/2021;10587001;255720;;;8465403;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;02/03/2021;10646926;257361;;;8841027;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;03/03/2021;10718630;259271;;;9277322;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;04/03/2021;10793732;260970;;;9739676;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;05/03/2021;10869227;262770;;;10169160;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;06/03/2021;10938836;264325;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;07/03/2021;11019344;265411;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;08/03/2021;11051665;266398;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
South America;Brazil;09/03/2021;11122429;268370;;;;212559409;8,552;5,06;177,961;8,11;10,1;17,9
